ano,mes,data,regiao,uf,bioma,focos_queimada,temperatura_media,chuva_mm,area_atingida_km2,indice_seca,qualidade_ar,nivel_risco
2017,2,2017-02-01,Sul,RS,Amazônia,27,28.5,72.9,9.04,0.4,78.4,Médio
2017,3,2017-03-01,Norte,AM,Amazônia,8,29.6,69.8,4.48,0.13,93.6,Baixo
2017,3,2017-03-01,Norte,PA,Pantanal,30,31.8,48.2,11.93,0.46,76.0,Alto
2017,3,2017-03-01,Norte,RO,Pantanal,25,26.8,82.8,9.1,0.34,80.0,Médio
2017,3,2017-03-01,Norte,TO,Mata Atlântica,1,26.6,49.8,0.26,0.08,99.2,Baixo
2017,3,2017-03-01,Nordeste,BA,Caatinga,15,31.4,0.2,6.69,0.47,88.0,Médio
2017,3,2017-03-01,Nordeste,PE,Caatinga,17,28.8,0.0,9.96,0.36,86.4,Médio
2017,3,2017-03-01,Nordeste,CE,Pantanal,35,29.7,48.7,12.26,0.48,72.0,Alto
2017,3,2017-03-01,Nordeste,MA,Caatinga,7,30.4,100.7,2.7,0.26,94.4,Baixo
2017,3,2017-03-01,Nordeste,PB,Pantanal,28,32.4,87.9,9.83,0.4,77.6,Médio
2017,3,2017-03-01,Centro-Oeste,DF,Caatinga,18,30.5,0.0,6.87,0.62,85.6,Médio
2017,3,2017-03-01,Centro-Oeste,GO,Caatinga,15,28.4,61.5,10.43,0.23,88.0,Médio
2017,3,2017-03-01,Centro-Oeste,MT,Amazônia,13,27.2,124.1,5.0,0.2,89.6,Médio
2017,3,2017-03-01,Centro-Oeste,MS,Mata Atlântica,13,28.0,83.7,1.41,0.43,89.6,Médio
2017,3,2017-03-01,Sudeste,SP,Pampa,15,26.1,43.3,5.52,0.46,88.0,Médio
2017,3,2017-03-01,Sudeste,RJ,Mata Atlântica,12,29.8,57.5,1.64,0.38,90.4,Médio
2017,3,2017-03-01,Sudeste,MG,Cerrado,3,26.7,98.5,1.25,0.06,97.6,Baixo
2017,3,2017-03-01,Sudeste,ES,Caatinga,9,31.4,33.9,2.83,0.42,92.8,Baixo
2017,3,2017-03-01,Sul,PR,Mata Atlântica,30,28.0,15.2,5.46,0.65,76.0,Alto
2017,3,2017-03-01,Sul,SC,Pampa,10,29.9,62.7,6.21,0.2,92.0,Médio
2017,3,2017-03-01,Sul,RS,Amazônia,40,33.1,27.6,6.81,0.5,68.0,Alto
2017,4,2017-04-01,Norte,AM,Mata Atlântica,23,29.4,38.9,8.0,0.47,81.6,Médio
2017,4,2017-04-01,Norte,PA,Mata Atlântica,14,27.5,43.3,5.71,0.45,88.8,Médio
2017,4,2017-04-01,Norte,RO,Caatinga,11,28.6,202.3,7.33,0.28,91.2,Médio
2017,4,2017-04-01,Norte,TO,Caatinga,21,29.4,55.4,2.87,0.52,83.2,Médio
2017,4,2017-04-01,Nordeste,BA,Pampa,19,30.6,19.8,11.89,0.46,84.8,Médio
2017,4,2017-04-01,Nordeste,PE,Amazônia,26,25.3,71.6,4.11,0.35,79.2,Médio
2017,4,2017-04-01,Nordeste,CE,Pantanal,19,28.2,72.8,11.39,0.34,84.8,Médio
2017,4,2017-04-01,Nordeste,MA,Mata Atlântica,3,30.9,45.6,0.37,0.08,97.6,Baixo
2017,4,2017-04-01,Nordeste,PB,Caatinga,10,29.9,3.6,3.92,0.27,92.0,Médio
2017,4,2017-04-01,Centro-Oeste,DF,Caatinga,9,26.1,58.4,1.29,0.35,92.8,Baixo
2017,4,2017-04-01,Centro-Oeste,GO,Mata Atlântica,4,28.1,80.6,1.67,0.21,96.8,Baixo
2017,4,2017-04-01,Centro-Oeste,MT,Mata Atlântica,13,29.4,44.5,3.71,0.49,89.6,Médio
2017,4,2017-04-01,Centro-Oeste,MS,Mata Atlântica,15,25.0,103.5,3.83,0.34,88.0,Médio
2017,4,2017-04-01,Sudeste,SP,Pantanal,25,30.6,53.0,16.16,0.44,80.0,Médio
2017,4,2017-04-01,Sudeste,RJ,Caatinga,11,30.9,15.7,7.21,0.46,91.2,Médio
2017,4,2017-04-01,Sudeste,MG,Pantanal,36,28.5,0.0,7.24,0.51,71.2,Alto
2017,4,2017-04-01,Sudeste,ES,Pantanal,20,28.6,75.2,3.78,0.33,84.0,Médio
2017,4,2017-04-01,Sul,PR,Pampa,0,28.9,138.6,0.0,0.0,100.0,Baixo
2017,4,2017-04-01,Sul,SC,Caatinga,6,28.4,125.1,1.32,0.34,95.2,Baixo
2017,4,2017-04-01,Sul,RS,Cerrado,29,28.0,65.6,9.14,0.43,76.8,Médio
2017,5,2017-05-01,Norte,AM,Pantanal,24,27.0,96.3,9.92,0.45,80.8,Médio
2017,5,2017-05-01,Norte,PA,Cerrado,12,25.9,114.1,4.45,0.17,90.4,Médio
2017,5,2017-05-01,Norte,RO,Amazônia,40,31.8,50.7,5.51,0.6,68.0,Alto
2017,5,2017-05-01,Norte,TO,Caatinga,13,27.7,95.3,6.12,0.3,89.6,Médio
2017,5,2017-05-01,Nordeste,BA,Mata Atlântica,9,26.8,9.6,1.41,0.24,92.8,Baixo
2017,5,2017-05-01,Nordeste,PE,Pampa,18,29.0,83.3,3.07,0.4,85.6,Médio
2017,5,2017-05-01,Nordeste,CE,Amazônia,21,29.8,93.5,6.8,0.37,83.2,Médio
2017,5,2017-05-01,Nordeste,MA,Cerrado,22,28.1,63.3,3.87,0.24,82.4,Médio
2017,5,2017-05-01,Nordeste,PB,Amazônia,4,26.4,152.4,0.58,0.04,96.8,Baixo
2017,5,2017-05-01,Centro-Oeste,DF,Pampa,16,28.6,103.5,8.91,0.39,87.2,Médio
2017,5,2017-05-01,Centro-Oeste,GO,Pantanal,35,28.3,24.0,24.06,0.49,72.0,Alto
2017,5,2017-05-01,Centro-Oeste,MT,Pantanal,0,28.2,134.2,0.0,0.0,100.0,Baixo
2017,5,2017-05-01,Centro-Oeste,MS,Amazônia,12,28.3,157.9,7.8,0.16,90.4,Médio
2017,5,2017-05-01,Sudeste,SP,Amazônia,11,28.5,32.1,5.79,0.21,91.2,Médio
2017,5,2017-05-01,Sudeste,RJ,Pantanal,17,26.5,66.0,7.75,0.32,86.4,Médio
2017,5,2017-05-01,Sudeste,MG,Mata Atlântica,6,28.4,76.5,0.6,0.12,95.2,Baixo
2017,5,2017-05-01,Sudeste,ES,Amazônia,25,28.6,72.9,13.6,0.46,80.0,Médio
2017,5,2017-05-01,Sul,PR,Caatinga,3,28.9,42.1,1.14,0.33,97.6,Baixo
2017,5,2017-05-01,Sul,SC,Pampa,4,27.5,129.2,0.63,0.14,96.8,Baixo
2017,5,2017-05-01,Sul,RS,Amazônia,27,26.7,29.6,4.83,0.31,78.4,Médio
2017,6,2017-06-01,Norte,AM,Pantanal,32,26.7,37.3,10.51,0.51,74.4,Alto
2017,6,2017-06-01,Norte,PA,Pantanal,32,30.0,53.4,17.29,0.5,74.4,Alto
2017,6,2017-06-01,Norte,RO,Amazônia,51,32.0,38.3,32.76,0.6,59.2,Alto
2017,6,2017-06-01,Norte,TO,Mata Atlântica,6,27.0,87.8,3.33,0.33,95.2,Baixo
2017,6,2017-06-01,Nordeste,BA,Cerrado,37,32.9,6.8,24.83,0.64,70.4,Alto
2017,6,2017-06-01,Nordeste,PE,Amazônia,38,28.7,59.9,18.64,0.48,69.6,Alto
2017,6,2017-06-01,Nordeste,CE,Pampa,6,25.1,56.5,2.42,0.18,95.2,Baixo
2017,6,2017-06-01,Nordeste,MA,Pampa,25,26.9,88.7,15.97,0.47,80.0,Médio
2017,6,2017-06-01,Nordeste,PB,Mata Atlântica,0,27.7,31.6,0.0,0.0,100.0,Baixo
2017,6,2017-06-01,Centro-Oeste,DF,Pampa,2,30.8,89.1,1.08,0.08,98.4,Baixo
2017,6,2017-06-01,Centro-Oeste,GO,Amazônia,35,27.6,51.1,8.98,0.5,72.0,Alto
2017,6,2017-06-01,Centro-Oeste,MT,Pantanal,32,33.7,40.7,8.15,0.47,74.4,Alto
2017,6,2017-06-01,Centro-Oeste,MS,Amazônia,1,27.6,98.5,0.22,0.09,99.2,Baixo
2017,6,2017-06-01,Sudeste,SP,Amazônia,0,30.4,95.3,0.0,0.02,100.0,Baixo
2017,6,2017-06-01,Sudeste,RJ,Pantanal,16,31.1,143.7,10.87,0.2,87.2,Médio
2017,6,2017-06-01,Sudeste,MG,Pantanal,22,26.7,56.1,15.14,0.35,82.4,Médio
2017,6,2017-06-01,Sudeste,ES,Caatinga,18,28.6,73.0,2.2,0.5,85.6,Médio
2017,6,2017-06-01,Sul,PR,Caatinga,17,33.2,47.9,4.05,0.43,86.4,Médio
2017,6,2017-06-01,Sul,SC,Mata Atlântica,9,29.5,52.7,2.34,0.24,92.8,Baixo
2017,6,2017-06-01,Sul,RS,Pantanal,0,28.3,63.3,0.0,0.0,100.0,Baixo
2017,7,2017-07-01,Norte,AM,Pantanal,70,31.2,0.0,39.58,0.93,44.0,Crítico
2017,7,2017-07-01,Norte,PA,Caatinga,28,24.6,0.0,4.64,0.63,77.6,Médio
2017,7,2017-07-01,Norte,RO,Pampa,19,26.0,60.8,3.73,0.58,84.8,Médio
2017,7,2017-07-01,Norte,TO,Pampa,39,32.3,66.5,21.25,0.6,68.8,Alto
2017,7,2017-07-01,Nordeste,BA,Cerrado,53,27.9,0.0,8.92,0.84,57.6,Alto
2017,7,2017-07-01,Nordeste,PE,Pantanal,49,29.2,11.5,24.58,0.8,60.8,Alto
2017,7,2017-07-01,Nordeste,CE,Pampa,23,33.6,42.5,8.08,0.61,81.6,Médio
2017,7,2017-07-01,Nordeste,MA,Cerrado,48,30.8,0.0,5.54,0.63,61.6,Alto
2017,7,2017-07-01,Nordeste,PB,Pampa,22,31.4,0.0,6.98,0.48,82.4,Médio
2017,7,2017-07-01,Centro-Oeste,DF,Pantanal,40,29.0,3.3,18.66,0.72,68.0,Alto
2017,7,2017-07-01,Centro-Oeste,GO,Caatinga,23,28.7,117.2,4.04,0.5,81.6,Médio
2017,7,2017-07-01,Centro-Oeste,MT,Amazônia,38,31.1,98.7,12.02,0.45,69.6,Alto
2017,7,2017-07-01,Centro-Oeste,MS,Pampa,24,29.4,0.0,11.36,0.55,80.8,Médio
2017,7,2017-07-01,Sudeste,SP,Cerrado,42,29.1,38.5,28.44,0.69,66.4,Alto
2017,7,2017-07-01,Sudeste,RJ,Amazônia,55,28.6,0.0,20.05,0.89,56.0,Alto
2017,7,2017-07-01,Sudeste,MG,Pantanal,27,33.7,20.2,10.89,0.43,78.4,Médio
2017,7,2017-07-01,Sudeste,ES,Mata Atlântica,44,31.5,0.0,30.79,0.99,64.8,Alto
2017,7,2017-07-01,Sul,PR,Caatinga,27,27.9,15.8,11.65,0.79,78.4,Médio
2017,7,2017-07-01,Sul,SC,Caatinga,31,29.8,0.0,4.87,0.57,75.2,Alto
2017,7,2017-07-01,Sul,RS,Mata Atlântica,20,29.6,18.5,10.71,0.75,84.0,Médio
2017,8,2017-08-01,Norte,AM,Pampa,27,27.0,5.2,10.72,0.85,78.4,Médio
2017,8,2017-08-01,Norte,PA,Pantanal,31,33.9,73.5,7.56,0.43,75.2,Alto
2017,8,2017-08-01,Norte,RO,Caatinga,18,33.8,19.8,11.86,0.52,85.6,Médio
2017,8,2017-08-01,Norte,TO,Cerrado,48,30.5,44.7,30.17,0.69,61.6,Alto
2017,8,2017-08-01,Nordeste,BA,Amazônia,39,32.1,25.3,24.16,0.84,68.8,Alto
2017,8,2017-08-01,Nordeste,PE,Caatinga,33,33.3,0.0,11.99,1.0,73.6,Alto
2017,8,2017-08-01,Nordeste,CE,Caatinga,25,30.0,33.1,13.98,0.68,80.0,Médio
2017,8,2017-08-01,Nordeste,MA,Caatinga,25,29.8,0.0,9.38,0.6,80.0,Médio
2017,8,2017-08-01,Nordeste,PB,Amazônia,21,27.9,35.4,12.8,0.49,83.2,Médio
2017,8,2017-08-01,Centro-Oeste,DF,Caatinga,27,27.1,81.9,3.8,0.49,78.4,Médio
2017,8,2017-08-01,Centro-Oeste,GO,Mata Atlântica,30,31.8,8.9,11.81,0.84,76.0,Alto
2017,8,2017-08-01,Centro-Oeste,MT,Pantanal,55,29.9,37.2,32.89,0.62,56.0,Alto
2017,8,2017-08-01,Centro-Oeste,MS,Amazônia,35,29.8,92.7,14.27,0.46,72.0,Alto
2017,8,2017-08-01,Sudeste,SP,Pantanal,53,27.6,38.8,31.15,0.68,57.6,Alto
2017,8,2017-08-01,Sudeste,RJ,Mata Atlântica,20,29.3,42.9,5.48,0.63,84.0,Médio
2017,8,2017-08-01,Sudeste,MG,Pampa,17,28.1,103.6,8.34,0.29,86.4,Médio
2017,8,2017-08-01,Sudeste,ES,Cerrado,55,31.0,0.0,38.33,0.7,56.0,Alto
2017,8,2017-08-01,Sul,PR,Caatinga,17,30.9,46.4,9.12,0.65,86.4,Médio
2017,8,2017-08-01,Sul,SC,Pantanal,45,27.7,33.7,28.65,0.61,64.0,Alto
2017,8,2017-08-01,Sul,RS,Amazônia,56,30.8,39.0,15.95,0.79,55.2,Alto
2017,9,2017-09-01,Norte,AM,Caatinga,36,29.7,9.0,7.06,1.0,71.2,Alto
2017,9,2017-09-01,Norte,PA,Caatinga,23,27.5,0.0,6.47,0.79,81.6,Médio
2017,9,2017-09-01,Norte,RO,Caatinga,14,29.6,41.1,4.11,0.25,88.8,Médio
2017,9,2017-09-01,Norte,TO,Cerrado,45,28.7,27.0,22.82,0.59,64.0,Alto
2017,9,2017-09-01,Nordeste,BA,Pantanal,31,31.2,6.7,13.48,0.6,75.2,Alto
2017,9,2017-09-01,Nordeste,PE,Pantanal,17,34.4,18.7,5.79,0.4,86.4,Médio
2017,9,2017-09-01,Nordeste,CE,Amazônia,51,27.9,44.5,10.44,0.77,59.2,Alto
2017,9,2017-09-01,Nordeste,MA,Pampa,36,27.7,80.1,3.7,0.88,71.2,Alto
2017,9,2017-09-01,Nordeste,PB,Amazônia,36,27.5,59.9,3.83,0.66,71.2,Alto
2017,9,2017-09-01,Centro-Oeste,DF,Amazônia,58,27.8,34.8,8.44,0.9,53.6,Alto
2017,9,2017-09-01,Centro-Oeste,GO,Amazônia,44,28.1,35.8,4.41,0.64,64.8,Alto
2017,9,2017-09-01,Centro-Oeste,MT,Caatinga,27,28.2,59.6,12.31,0.86,78.4,Médio
2017,9,2017-09-01,Centro-Oeste,MS,Amazônia,36,28.8,46.4,18.8,0.57,71.2,Alto
2017,9,2017-09-01,Sudeste,SP,Cerrado,31,29.7,38.3,13.11,0.5,75.2,Alto
2017,9,2017-09-01,Sudeste,RJ,Caatinga,18,28.7,8.9,5.92,0.59,85.6,Médio
2017,9,2017-09-01,Sudeste,MG,Cerrado,50,32.8,17.8,31.06,0.73,60.0,Alto
2017,9,2017-09-01,Sudeste,ES,Mata Atlântica,21,29.7,39.2,2.26,0.65,83.2,Médio
2017,9,2017-09-01,Sul,PR,Amazônia,43,28.7,0.0,21.26,0.62,65.6,Alto
2017,9,2017-09-01,Sul,SC,Caatinga,29,28.3,45.3,4.62,0.74,76.8,Médio
2017,9,2017-09-01,Sul,RS,Cerrado,31,27.8,16.5,12.77,0.48,75.2,Alto
2017,10,2017-10-01,Norte,AM,Pantanal,41,28.3,35.5,28.3,0.56,67.2,Alto
2017,10,2017-10-01,Norte,PA,Pantanal,41,27.8,42.5,10.02,0.54,67.2,Alto
2017,10,2017-10-01,Norte,RO,Pampa,23,30.0,92.4,8.68,0.65,81.6,Médio
2017,10,2017-10-01,Norte,TO,Pampa,26,30.9,47.7,7.74,0.87,79.2,Médio
2017,10,2017-10-01,Nordeste,BA,Amazônia,35,22.6,31.3,23.99,0.66,72.0,Alto
2017,10,2017-10-01,Nordeste,PE,Amazônia,55,31.0,44.0,34.14,0.88,56.0,Alto
2017,10,2017-10-01,Nordeste,CE,Mata Atlântica,22,31.9,67.8,6.17,0.46,82.4,Médio
2017,10,2017-10-01,Nordeste,MA,Caatinga,14,31.3,61.3,3.44,0.31,88.8,Médio
2017,10,2017-10-01,Nordeste,PB,Caatinga,32,29.5,24.1,7.54,0.77,74.4,Alto
2017,10,2017-10-01,Centro-Oeste,DF,Mata Atlântica,32,32.4,0.0,18.56,0.88,74.4,Alto
2017,10,2017-10-01,Centro-Oeste,GO,Mata Atlântica,15,30.4,22.7,6.36,0.66,88.0,Médio
2017,10,2017-10-01,Centro-Oeste,MT,Amazônia,50,31.7,59.8,29.04,0.84,60.0,Alto
2017,10,2017-10-01,Centro-Oeste,MS,Cerrado,36,35.0,18.8,6.57,0.61,71.2,Alto
2017,10,2017-10-01,Sudeste,SP,Pampa,12,28.3,71.2,5.72,0.41,90.4,Médio
2017,10,2017-10-01,Sudeste,RJ,Cerrado,69,30.1,47.2,41.06,0.97,44.8,Alto
2017,10,2017-10-01,Sudeste,MG,Pampa,29,34.4,72.0,11.96,0.79,76.8,Médio
2017,10,2017-10-01,Sudeste,ES,Pantanal,47,28.8,37.9,22.91,0.65,62.4,Alto
2017,10,2017-10-01,Sul,PR,Amazônia,64,27.8,0.0,15.15,1.0,48.8,Alto
2017,10,2017-10-01,Sul,SC,Pantanal,55,32.5,63.1,10.69,1.0,56.0,Alto
2017,10,2017-10-01,Sul,RS,Caatinga,29,32.2,60.6,7.13,0.72,76.8,Médio
2017,11,2017-11-01,Norte,AM,Pampa,14,25.1,44.4,4.6,0.39,88.8,Médio
2017,11,2017-11-01,Norte,PA,Pampa,14,27.3,106.4,8.95,0.36,88.8,Médio
2017,11,2017-11-01,Norte,RO,Pantanal,25,30.6,66.0,5.67,0.47,80.0,Médio
2017,11,2017-11-01,Norte,TO,Amazônia,14,26.9,114.7,6.47,0.19,88.8,Médio
2017,11,2017-11-01,Nordeste,BA,Amazônia,20,28.4,103.3,9.33,0.23,84.0,Médio
2017,11,2017-11-01,Nordeste,PE,Pampa,20,28.0,6.0,2.75,0.43,84.0,Médio
2017,11,2017-11-01,Nordeste,CE,Amazônia,38,26.6,99.7,21.09,0.58,69.6,Alto
2017,11,2017-11-01,Nordeste,MA,Amazônia,51,30.9,19.2,30.32,0.64,59.2,Alto
2017,11,2017-11-01,Nordeste,PB,Pampa,15,27.9,65.1,3.95,0.28,88.0,Médio
2017,11,2017-11-01,Centro-Oeste,DF,Caatinga,13,29.1,49.5,5.38,0.37,89.6,Médio
2017,11,2017-11-01,Centro-Oeste,GO,Pantanal,20,32.9,53.2,2.69,0.3,84.0,Médio
2017,11,2017-11-01,Centro-Oeste,MT,Amazônia,22,24.8,75.3,2.23,0.26,82.4,Médio
2017,11,2017-11-01,Centro-Oeste,MS,Amazônia,29,27.8,26.7,8.21,0.51,76.8,Médio
2017,11,2017-11-01,Sudeste,SP,Pantanal,24,30.0,79.5,10.42,0.31,80.8,Médio
2017,11,2017-11-01,Sudeste,RJ,Cerrado,5,25.4,88.6,0.62,0.13,96.0,Baixo
2017,11,2017-11-01,Sudeste,MG,Amazônia,31,33.4,23.5,18.44,0.5,75.2,Alto
2017,11,2017-11-01,Sudeste,ES,Caatinga,9,28.3,31.7,5.55,0.26,92.8,Baixo
2017,11,2017-11-01,Sul,PR,Mata Atlântica,27,27.5,22.5,8.17,0.54,78.4,Médio
2017,11,2017-11-01,Sul,SC,Cerrado,25,29.8,135.8,15.99,0.3,80.0,Médio
2017,11,2017-11-01,Sul,RS,Pantanal,27,30.2,66.2,10.16,0.41,78.4,Médio
2017,12,2017-12-01,Norte,AM,Amazônia,35,32.6,104.3,13.68,0.44,72.0,Alto
2017,12,2017-12-01,Norte,PA,Cerrado,1,28.8,56.3,0.65,0.03,99.2,Baixo
2017,12,2017-12-01,Norte,RO,Caatinga,10,28.9,60.5,6.94,0.36,92.0,Médio
2017,12,2017-12-01,Norte,TO,Cerrado,10,29.3,125.1,6.01,0.1,92.0,Médio
2017,12,2017-12-01,Nordeste,BA,Cerrado,29,26.6,74.0,9.75,0.35,76.8,Médio
2017,12,2017-12-01,Nordeste,PE,Cerrado,6,29.7,6.5,3.86,0.18,95.2,Baixo
2017,12,2017-12-01,Nordeste,CE,Pantanal,5,29.6,60.7,2.94,0.09,96.0,Baixo
2017,12,2017-12-01,Nordeste,MA,Pantanal,12,24.0,38.7,4.88,0.17,90.4,Médio
2017,12,2017-12-01,Nordeste,PB,Pantanal,54,27.8,48.4,24.55,0.63,56.8,Alto
2017,12,2017-12-01,Centro-Oeste,DF,Caatinga,10,28.1,78.3,2.63,0.26,92.0,Médio
2017,12,2017-12-01,Centro-Oeste,GO,Caatinga,9,31.8,35.0,3.59,0.34,92.8,Baixo
2017,12,2017-12-01,Centro-Oeste,MT,Mata Atlântica,18,29.0,23.1,10.85,0.49,85.6,Médio
2017,12,2017-12-01,Centro-Oeste,MS,Amazônia,25,28.3,9.4,16.87,0.43,80.0,Médio
2017,12,2017-12-01,Sudeste,SP,Pantanal,29,23.8,52.7,13.07,0.54,76.8,Médio
2017,12,2017-12-01,Sudeste,RJ,Pantanal,16,30.2,57.6,2.37,0.39,87.2,Médio
2017,12,2017-12-01,Sudeste,MG,Pampa,23,34.0,4.7,2.97,0.42,81.6,Médio
2017,12,2017-12-01,Sudeste,ES,Cerrado,5,31.5,47.3,2.97,0.13,96.0,Baixo
2017,12,2017-12-01,Sul,PR,Pampa,6,27.9,76.3,3.44,0.14,95.2,Baixo
2017,12,2017-12-01,Sul,SC,Amazônia,0,30.2,133.6,0.0,0.0,100.0,Baixo
2017,12,2017-12-01,Sul,RS,Pampa,12,26.5,97.5,3.23,0.36,90.4,Médio
2018,1,2018-01-01,Norte,AM,Cerrado,20,27.2,29.7,9.54,0.31,84.0,Médio
2018,1,2018-01-01,Norte,PA,Mata Atlântica,6,26.0,48.5,2.57,0.12,95.2,Baixo
2018,1,2018-01-01,Norte,RO,Caatinga,20,29.0,0.0,12.5,0.4,84.0,Médio
2018,1,2018-01-01,Norte,TO,Pampa,7,32.0,76.7,1.37,0.31,94.4,Baixo
2018,1,2018-01-01,Nordeste,BA,Pampa,14,26.7,13.3,6.03,0.33,88.8,Médio
2018,1,2018-01-01,Nordeste,PE,Cerrado,13,27.4,93.7,6.02,0.25,89.6,Médio
2018,1,2018-01-01,Nordeste,CE,Pampa,15,29.6,27.8,2.53,0.38,88.0,Médio
2018,1,2018-01-01,Nordeste,MA,Mata Atlântica,19,28.1,40.9,2.29,0.36,84.8,Médio
2018,1,2018-01-01,Nordeste,PB,Pantanal,28,31.6,47.0,15.4,0.33,77.6,Médio
2018,1,2018-01-01,Centro-Oeste,DF,Pampa,0,25.5,83.5,0.0,0.0,100.0,Baixo
2018,1,2018-01-01,Centro-Oeste,GO,Mata Atlântica,13,28.9,54.2,6.25,0.21,89.6,Médio
2018,1,2018-01-01,Centro-Oeste,MT,Pampa,18,28.3,58.8,2.91,0.51,85.6,Médio
2018,1,2018-01-01,Centro-Oeste,MS,Pantanal,33,30.5,97.4,15.16,0.46,73.6,Alto
2018,1,2018-01-01,Sudeste,SP,Pampa,25,30.6,64.5,3.81,0.56,80.0,Médio
2018,1,2018-01-01,Sudeste,RJ,Caatinga,25,29.5,47.9,15.08,0.64,80.0,Médio
2018,1,2018-01-01,Sudeste,MG,Pampa,11,29.8,66.8,4.23,0.41,91.2,Médio
2018,1,2018-01-01,Sudeste,ES,Caatinga,12,26.5,97.5,4.22,0.27,90.4,Médio
2018,1,2018-01-01,Sul,PR,Pantanal,21,31.2,72.2,12.43,0.2,83.2,Médio
2018,1,2018-01-01,Sul,SC,Pantanal,33,31.6,80.8,7.41,0.49,73.6,Alto
2018,1,2018-01-01,Sul,RS,Mata Atlântica,14,29.4,0.0,4.97,0.48,88.8,Médio
2018,2,2018-02-01,Norte,AM,Caatinga,27,32.7,64.4,10.85,0.84,78.4,Médio
2018,2,2018-02-01,Norte,PA,Mata Atlântica,16,30.0,21.3,9.83,0.39,87.2,Médio
2018,2,2018-02-01,Norte,RO,Pantanal,27,26.8,52.1,4.55,0.44,78.4,Médio
2018,2,2018-02-01,Norte,TO,Amazônia,6,26.7,112.4,0.93,0.1,95.2,Baixo
2018,2,2018-02-01,Nordeste,BA,Pantanal,11,27.8,65.2,4.49,0.17,91.2,Médio
2018,2,2018-02-01,Nordeste,PE,Cerrado,10,27.6,78.8,2.36,0.21,92.0,Médio
2018,2,2018-02-01,Nordeste,CE,Mata Atlântica,20,31.1,56.9,13.13,0.66,84.0,Médio
2018,2,2018-02-01,Nordeste,MA,Amazônia,10,30.7,75.7,4.38,0.13,92.0,Médio
2018,2,2018-02-01,Nordeste,PB,Caatinga,0,27.3,44.4,0.0,0.0,100.0,Baixo
2018,2,2018-02-01,Centro-Oeste,DF,Cerrado,0,30.6,54.2,0.0,0.0,100.0,Baixo
2018,2,2018-02-01,Centro-Oeste,GO,Cerrado,7,27.0,30.2,2.25,0.19,94.4,Baixo
2018,2,2018-02-01,Centro-Oeste,MT,Pantanal,14,31.0,57.3,5.25,0.36,88.8,Médio
2018,2,2018-02-01,Centro-Oeste,MS,Mata Atlântica,20,26.6,0.0,13.82,0.53,84.0,Médio
2018,2,2018-02-01,Sudeste,SP,Pampa,15,26.7,68.0,10.43,0.39,88.0,Médio
2018,2,2018-02-01,Sudeste,RJ,Cerrado,13,30.4,57.5,8.14,0.13,89.6,Médio
2018,2,2018-02-01,Sudeste,MG,Mata Atlântica,7,27.2,103.0,4.47,0.11,94.4,Baixo
2018,2,2018-02-01,Sudeste,ES,Caatinga,29,29.2,66.7,18.52,0.55,76.8,Médio
2018,2,2018-02-01,Sul,PR,Pampa,6,30.4,68.6,2.87,0.16,95.2,Baixo
2018,2,2018-02-01,Sul,SC,Pampa,3,26.7,0.0,1.28,0.17,97.6,Baixo
2018,2,2018-02-01,Sul,RS,Amazônia,11,29.1,36.4,6.36,0.25,91.2,Médio
2018,3,2018-03-01,Norte,AM,Cerrado,29,28.6,91.4,9.12,0.45,76.8,Médio
2018,3,2018-03-01,Norte,PA,Pampa,15,31.3,97.3,4.29,0.28,88.0,Médio
2018,3,2018-03-01,Norte,RO,Mata Atlântica,5,30.5,87.4,1.48,0.14,96.0,Baixo
2018,3,2018-03-01,Norte,TO,Cerrado,26,30.9,6.6,15.96,0.43,79.2,Médio
2018,3,2018-03-01,Nordeste,BA,Amazônia,41,25.5,59.8,8.47,0.58,67.2,Alto
2018,3,2018-03-01,Nordeste,PE,Amazônia,26,27.6,144.7,5.39,0.41,79.2,Médio
2018,3,2018-03-01,Nordeste,CE,Cerrado,26,28.3,94.6,18.12,0.34,79.2,Médio
2018,3,2018-03-01,Nordeste,MA,Caatinga,7,23.0,60.7,3.3,0.18,94.4,Baixo
2018,3,2018-03-01,Nordeste,PB,Pampa,14,30.9,65.6,2.58,0.37,88.8,Médio
2018,3,2018-03-01,Centro-Oeste,DF,Cerrado,50,28.9,0.0,24.8,0.67,60.0,Alto
2018,3,2018-03-01,Centro-Oeste,GO,Pantanal,34,28.9,101.3,21.08,0.42,72.8,Alto
2018,3,2018-03-01,Centro-Oeste,MT,Amazônia,9,28.4,110.5,5.74,0.14,92.8,Baixo
2018,3,2018-03-01,Centro-Oeste,MS,Mata Atlântica,25,29.3,61.7,3.33,0.53,80.0,Médio
2018,3,2018-03-01,Sudeste,SP,Pampa,36,31.2,55.9,11.79,0.73,71.2,Alto
2018,3,2018-03-01,Sudeste,RJ,Amazônia,27,28.2,38.5,12.84,0.46,78.4,Médio
2018,3,2018-03-01,Sudeste,MG,Caatinga,10,28.8,8.5,6.05,0.39,92.0,Médio
2018,3,2018-03-01,Sudeste,ES,Caatinga,27,27.4,5.4,6.25,0.57,78.4,Médio
2018,3,2018-03-01,Sul,PR,Pampa,0,28.4,79.8,0.0,0.0,100.0,Baixo
2018,3,2018-03-01,Sul,SC,Mata Atlântica,10,30.5,93.9,4.69,0.39,92.0,Médio
2018,3,2018-03-01,Sul,RS,Pampa,20,32.8,97.4,3.92,0.4,84.0,Médio
